Cosit,Description,Type,StartSite,EndSite,Length,StartGrid,EndGrid,Direction
9800X9IQP7J5,Junction Woodlands Rd/Stockport Rd to Junction Woodlands Rd/Church St,Normal,MAC1010TR,MAC1001TR,576 m,377382388321,376800388236,W
9800X9CRAMIN,M56 J4/Simonsway/Tuffley Rd to M56 J5 Spur/Outwood Ln/Ringway Rd W,Normal,MAC4217MR,MAC4215MR,2150 m,381575387251,381957385621,S
9800X9CAP4R0,A57 Hyde Rd/Pottery Ln to Ashton Old Rd/Pottery Ln,Normal,MAC4037MR,MAC4014MR,981 m,387062396537,387191397513,N
9800X99ZT4LX,A58 Beaumont Rd/Wigan Rd to A58 Cricketers Way/The Fairways/Wigan Rd,Link,MAC4258BL,MAC4257BL,4115 m,368655407379,365189405789,W
9800X8R2YRSC,A58 Manchester Rd/Dane Rd to Manchester Rd/Drake St,Link,MAC4284RD,MAC4245RD,363 m,389318413142,389266412780,S
9800X8CNWXM8,A6 London Rd/Buxton Rd to A6 London Rd S of Vernon St,Link,MAC1041ST,MAC1038ST,1177 m,392525386519,391734387377,NW
9800X81MTIU6,A6053 Dumers Ln/Manchester Rd/Millwood Court to A56 Manchester Rd/Radcliffe Rd,Link,MAC4085BU,MAC4084BU,1096 m,380536408582,380308409653,N
9800X7VICEVU,(blank),Link,MAC4310WG,MAC1336,2067 m,357110400737,357709398836,SE
9800X7PGP0SM,A666 Kay St/St Peter's Way to A666 Blackburn Rd,Link,MAC4103BL,MAC1319,825 m,371821409821,371586410532,NW
9800X7MJZZHU,Hyde Rd/Mount Rd to Hyde Rd/Pottery Ln,Link,MAC4036MR,MAC4037MR,1037 m,388052396222,387062396537,W
9800X797T030,A580 East Lancs Rd/Lancaster Rd to A6 Broad St/The Crescent/Albion Way/Cross Ln,Link,MAC4099SD,MAC4076SD,3802 m,378713400689,381787398791,SE
9800X6ZYHAOK,A57 Dawson Rd/Regent Rd to Downing St/Grosvenor St,Normal,MAC4001MR,MAC1078MR,2572 m,382729397664,384895397367,E
9800X6YLEILV,M60 Jct 24/M67/Manchester Rd (Southside) to Hyde Rd/Reddish Ln,Link,MAC4034TA,MAC4035MR,1498 m,390971395619,389469395704,W
9800X6WKRUQZ,A58 Manchester Rd/ Dane St to A58 Manchester Rd Drake St,Link,MAC4284RD,MAC4245RD,363 m,389318413142,389266412780,S
9800X6RFCCZT,M602 J2/Gilda Brook Roundabout (North side) to Eccles Old Rd/Gilda Brook Rd/Half Edge Ln,Link,MAC4116SD,MAC4332SD,247 m,378171398952,378287399168,NE
9800X6JFPA2U,(blank),Normal,MAC4332SD,MAC4098SD,0 m,378287399168,377287400969,NW
9800X6HN6Q7J,B5311 Fairhills Rd/Liverpool Rd/Roscoe Rd to A57 Cadishead Way N of Boysnope Wharf,Link,MAC4206SD,MAC4240SD,2862 m,371849393806,373549395953,NE
9800X6BOBFRB,Bury New Rd/Bradford St to Folds Rd/Bury New Rd,Link,MAC4296BL,MAC4295BL,927 m,372790409308,372056409602,W
9800X5TPPKGA,(blank),Normal,MAC1050SD,MAC4116SD,0 m,381419398084,378171398952,W
9800X5OPNHDI,A56 Manchester Rd to A6053 Dumers Ln/Manchester Rd/Millwood Court,Normal,MAC1062,MAC4085BU,1647 m,380160410183,380536408582,S
9800X5HUL9G1,A6 Wellington Rd N/Belmont Way to A6 Wellington Rd S/Heaton Ln,Link,MAC1086ST,MAC1087ST,647 m,388884390934,389224390398,SE
9800X5BRSUWU,A626 Clarke Way/Newton St to A57 Hyde Rd/M67 J2 WB off slip,Link,MAC4028TA,MAC4030TA,1252 m,394602395253,393482395401,W
9800X4PSL3D4,A5103 Princess Parkway N of Merseybank Av to A5103 Nell Ln/Princess Rd,Link,MAC4218MR,MAC4219MR,1053 m,382824391541,383327392456,NE
9800X4JBH7IJ,A5103 Princess Rd/Wilbraham Rd to A6010 Wilmslow Rd/Moseley Rd,Normal,MAC4070MR,MAC4069MR,1716 m,383874394069,385583394003,E
9800X4CD3CB0,A6042 Trinity Way/Cheetham Hill Rd to A6042 Trinity Way/Gt Ducie St,Link,MAC4006MR,MAC4005MR,285 m,384057399213,383788399115,W
9800X3VIGESS,A523 London Rd N/Chester Rd to Macclesfield Rd/Dean Ln,Link,MAC4050CH,MAC1093ST,2503 m,391983383641,392579386043,N
9800X3OJ4KYA,A5149 Chester Rd/Woodford Rd to A555 Airport Link/Woodford Rd,Link,MAC4049CH,MAC4047ST,1777 m,390359383779,389200383674,W
9800X2ZB4VDJ,A34 Handforth By-Pass / A555 Airport Link - LSTF to A34 Kingsway South S of Stanley Rd Roundabout -,Link,MAC4053CH,MAC4043ST,402 m,386762384284,386840384663,N
9800X2Q83DZH,A56 Manchester Rd/Hollins Brow to A58 Angouleme Way/Jubilee Way/Manchester Rd,Link,MAC4086BU,MAC4083BU,2847 m,380762407753,380181410507,N
9800X2NRLGAV,A57 Hyde Rd/Reddish Ln to A57 Hyde Rd/Mount Rd,Link,MAC4035MR,MAC4036MR,1527 m,389469395704,388052396222,W
9800X2LPJ96A,Manchester Rd/Radcliffe Rd to Manchester Road Bury A56,Normal,MAC4084BU,MAC1062,549 m,380308409653,380160410183,N
9800X2JL7AXS,A635 Manchester Rd/Moss Way to A635 Manchester Rd/Park Parade,Link,MAC4018TA,MAC4021TA,1308 m,391982398151,393185398647,E
9800X2CVSQXA,A5143 Dean Rd/Jacksons Ln to A5143 Bridge Rd E of Valley Rd,Link,MAC4040ST,MAC4041ST,2228 m,391813385733,389710386313,W
9800X1YI2EFX,M66 J2NB off slip/Rochdale Rd to A58 Rochdale Rd/Derby Way,Link,MAC4280BU,MAC4279BU,1167 m,382034410525,380936410827,W
9800X1UBXHT3,A58 Angouleme Way/Jubilee Way/Manchester Rd to A56 Manchester Rd/Hollins Brow,Link,MAC4083BU,MAC4086BU,2843 m,380181410507,380762407753,S
9800X0ZYEIMN,A6042 Trinity Way/Chapel St to A6 Broad St/The Cresent/Albion Way/Cross Ln,Link,MAC4003SD,MAC4076SD,1287 m,383009398543,381787398791,W
9800X0ZDJ7HS,Fairfield St/Mancunian Way to Ashton Old Rd/Chancellor Ln,Link,MAC4012MR,MAC4013MR,174 m,385530397656,385715397639,E
9800X0QVO0E0,Worsley to Liverpool,Normal,MAC1053SD,MAC1058LP,39910 m,374101401764,336877400101,W
9800X0OASIVV,A5103 Princess Rd/Wilbraham Rd to A5103 Princess Rd/Moss Ln E,Link,MAC4070MR,MAC4220MR,1793 m,383874394069,383827395861,N
9800X0N6GVFZ,Oxford Rd/Grafton St to Wilmslow Rd/Moss Lane East,Link,MAC4286MR,MAC4287MR,614 m,384819396269,385042395700,SE
9800X0IFT8ZT,A62 Manchester Rd/Frederick St/Edward St to M60 J22 EB/Manchester Rd,Link,MAC4222OL,MAC4223OL,1845 m,391393404278,390598402639,SW
9800X0I9Y_4K,A6 Stockport Rd/Dickenson Ln to A6 Stockport Rd/Crowcroft Rd,Link,MAC1077MR,MAC1083MR,676 m,386820395549,387212395000,SE
9800X05A2UD9,A6042 Trinity Way/Gt Ducie St to A6042 Trinity Way/Cheetham Hill Rd,Link,MAC4005MR,MAC4006MR,288 m,383788399115,384057399213,E
9800X04CWLZ8,M60 Junction 10/Redclyffe Road/Trafford Centre (east) to Church Rd/Stretford Rd,Link,MAC1051TR,MAC4329TR,2179 m,376432396535,376667394455,S
9800X02NXSAF,A665 Gt Ancoats St/Pin Mill Brow to A635 Mancunian Way/Fairfield St,Normal,MAC4011MR,MAC4012MR,147 m,385635397762,385530397656,SW
9800WZZG3DJV,A627 Market St/Union St to A627 Clarke Way/Mottram Way,Link,MAC4025TA,MAC4023TA,325 m,394944394723,395121394956,NE
9800WZYQFX5Z,A627 Cavendish St/Asda Access to A6140 Wellington Rd/Cavendish St,Link,MAC4278TA,MAC4277TA,854 m,393732398544,393370399289,NW
9800WZXY0JNA,Kingsway/Parrs Wood Ln to Wilmslow Rd/Barlow Moor Rd/School Ln,Link,MAC4105MR,MAC4326MR,1565 m,385523390476,384710391227,NW
9800WZWSO0NB,(blank),Normal,MAC4083BU,MAC4298BU,3547 m,380181410507,377395409465,W
9800WZTRHOW5,A580 East Lancs Rd/Newton Rd to A580 East Lancs Rd Golborne,Link,MAC4241WG,MAC1332,2774 m,362397396922,359808397192,W
9800WZRMKYU8,M67 J2 W/B off-slip/Hyde Rd to Clarke Way/Manchester Rd,Link,MAC4030TA,MAC4029TA,1064 m,393482395401,394485395114,E
9800WZKVRUP1,A635 Manchester Rd/Park Parade to A635 Park Parade W of Grafton St,Link,MAC4021TA,MAC4060TA,1614 m,393185398647,394562398987,E
9800WYZNQTJJ,(blank),Link,MAC1087ST,MAC1086ST,644 m,389224390398,388884390934,NW
9800WYRD9GDS,A5149 Wilmslow Rd/High St to A5149 Albert Rd/Cheadle Rd,Link,MAC4045ST,MAC4046ST,2656 m,385626388572,387190386633,SE
9800WYQWMGZU,Lloyd St/Moss Ln E to Lloyd St/Denmark St,Normal,MAC1406MR,MAC1405MR,552 m,384439395589,384459396142,N
9800WYPMRDYY,A57 Church St/Peel St to A57 Liverpool Rd/Worsley Rd,Link,MAC4113SD,MAC4112SD,1337 m,377497398577,376224398280,W
9800WYOTGMXF,Bolton Town Centre to A580,Normal,MAC4103BL,MAC4099SD,13638 m,371821409821,378713400689,SE
9800WYKP4NJV,A664 Manchester Rd/Queensway to A664 Rochdale Rd/Hollin Ln,Link,MAC4247RD,MAC4248RD,4359 m,388380410437,387159406826,SW
9800WYJOZFEP,A627 Clarke Way/Mottram Rd to A627 Clarke Way/M67 WB Slips,Link,MAC4023TA,MAC4024TA,126 m,395121394956,395038395051,NW
9800WYHEVPJ0,A665 Cheetham Hill Rd/Corporation St to A6042 Trinity Way/Cheetham Hill Rd,Link,MAC4007MR,MAC4006MR,206 m,384174399038,384057399213,NW
9800WYE29XOJ,A49 Caroline St to Scot Ln/Challenge Way,Link,MAC1015WG,MAC1025WG,2736 m,357980405365,356020406442,NW
9800WYBEXGTE,A635 Mancunian Way/Fairfield St to A56 Chester Rd/Mancunian Way,Link,MAC4012MR,MAC1049MR,2810 m,385530397656,382950397270,W
9800WYB87QRR,Oxford Rd/Grafton St to Oxford Rd/Grosvenor St,Link,MAC4286MR,MAC4285MR,934 m,384819396269,384353397077,NW
9800WXUOSSP9,A5143 Bridge Ln E of Valley Rd to A5102 Woodford Rd S of Meadway,Link,MAC4041ST,MAC4042ST,2281 m,389710386313,389111384360,SW
9800WXO6AQP5,Albion Way/M602 Circulatory Salford. to A57 Dawson St / Regent Rd - LSTF,Link,MAC1050SD,MAC4001MR,1381 m,381419398084,382729397664,E
9800WXMQKCUZ,A635 Mancunian Way/Fairfield St to A57 Regent Rd/Dawson Rd,Normal,MAC4012MR,MAC4001MR,3222 m,385530397656,382729397664,W
9800WXHFV5JG,Eccles Old Rd/Langworthy Rd to Eccles Old Rd/Stott Ln,Link,MAC4204SD,MAC4205SD,1870 m,380517399518,378774399214,W
9800WXF0EFBY,Liverpool Rd/Thorp Rd to Liverpool Rd/Worsley Rd,Link,MAC4111SD,MAC4112SD,815 m,375536397860,376224398280,NE
9800WX6U086B,A665 Gt Ancoats St/Laystall St to A655 Gt Ancoats St/Pollard St,Link,MAC4009MR,MAC4010MR,365 m,385050398341,385322398104,SE
9800WX2Y0JMD,A57 Cadishead Way/Boysnope Wharf to Fairhills Rd/Liverpool Rd/Roscoe Rd,Link,MAC4240SD,MAC4206SD,2897 m,373549395953,371849393806,SW
9800WX0R2RGQ,A665 Cheetham Hill Rd/Corporation St to A665 Gt Ancoats St/Oldham Rd,Link,MAC4007MR,MAC4008MR,823 m,384174399038,384651398698,SE
9800WWZJ4DPP,A5103 Nell Ln/Princess Rd to A5103 Princess Rd N of Merseybank Ave,Link,MAC4219MR,MAC4218MR,1062 m,383327392456,382824391541,SW
9800WWYXTLI9,Lloyd St N/Denmark Rd to Princess Rd/Moss Ln E,Link,MAC1405MR,MAC4220MR,1069 m,384459396142,383827395861,W
9800WWYJAFMV,(blank),Link,MAC4334BL,MAC4296BL,1190 m,371794408694,372790409308,NE
9800WWWH4IP2,A576 Middleton Rd/Sheepfoot Ln to A58 Manchester Rd/Edinburgh Way/Roch Valley Way,Link,MAC4268MR,MAC4246RD,13746 m,383758403636,388600411895,NE
9800WWV81OUI,East Lancs Rd/Chaddock Ln to East Lancs Rd/Worsley Rd,Normal,MAC4097WG,MAC4098SD,6205 m,371488400948,377287400969,E
9800WWUM02TQ,A57 Bentcliffe Way/Gilda Brook R'abt to A57 Church St/Peel St,Link,MAC4114SD,MAC4113SD,813 m,378141398420,377497398577,W
9800WWM14RTN,(blank),Normal,MAC4299BU,MAC4083BU,463 m,380000410910,380181410507,SE
9800WWEOBFT9,(blank),Normal,MAC4027TA,MAC4026TA,0 m,394892395216,394643395099,W
9800WW1ZWOLT,(blank),Link,MAC4335RD,MAC4269RD,5075 m,393909416380,389892413785,SW
9800WW1HH0X0,Broadway/Chadderton Way to Rochdale Rd/Chadderton Way,Link,MAC4321OL,MAC4320OL,442 m,391788405666,392156405439,SE
9800WW0OUOXO,A6 Broad St/The Crescent/Albion Way to White City Way/White City Circle,Link,MAC1050SD,MAC1047TR,2018 m,381419398084,381277396298,S
9800WVYAIS2W,A580 East Lancs Rd/walkden Rd to A580 East Lancs Rd/Worsley Rd,Normal,MAC1053SD,MAC4098SD,3446 m,374101401764,377287400969,E
9800WVWRZRBU,A34 Upper Brook St to A5184 Plymouth Grove/Upper Brook St,Link,MAC4109MR,MAC4108MR,805 m,384554397181,385014396528,SE
9800WVSFBAP8,A5081 Village Way/Mosley Rd to B5211 Barton Dock Rd/Park Way,Link,MAC4228TR,MAC4227TR,1462 m,379041396781,377910396217,W
9800WVJB0ZWG,A56 Bury New Rd/Radcliffe New Rd to A56 Manchester Rd/Hollins Brow,Link,MAC4087BU,MAC4086BU,1500 m,380407406348,380762407753,N
9800WVH0QRLO,Junction of Woodlands Rd/Church St to Junction of Woodlands Rd/Stockport Rd,Link,MAC1001TR,MAC1010TR,602 m,376800388236,377382388321,E
9800WVEOMPB0,Chorley Rd/Station Rd to St Helen's Rd/Newbrook Rd/Salford Rd,Normal,MAC4333SD,MAC4273BL,12192 m,377531401781,369013405797,W
9800WVCQDK7B,A635 Ashton Old Rd/Pottery Ln to A6010 Ashton New Rd/Alan Turing Way,Link,MAC4014MR,MAC4065MR,848 m,387191397513,387149398340,N
9800WVBA4GB7,A663 Broadway/Oldham Rd to M60 J22 NB off-slip/Manchester Rd,Link,MAC4225OL,MAC4224OL,2330 m,388801401027,390525402553,NE
9800WUNJX8YH,De Havilland Way/Mansell Way to Chorley New Rd SE of Oxford Rd,Link,MAC4302BL,MAC4303BL,614 m,365201409517,365634409787,NE
9800WUHIKNID,A665 Bury Old Rd/Scholes Ln/Sheepfoot Ln to A665 Bury New Rd/Higher Ln,Link,MAC4207BU,MAC4088BU,3066 m,382576403146,380829405264,NW
9800WUHBDEZL,Bolton Rd/Bridgewater Rd/High St/Manchester Rd/Memorial Rd to Chorley Rd/Station Rd,Link,MAC4346SD,MAC4333SD,4214 m,373660403085,377531401781,E
9800WUBBKGZG,A560 Altrincham Rd E of Netherwood Rd to A560 Altrincham Rd/Brownley Rd,Link,MAC4210MR,MAC4211MR,968 m,382380389153,383002388682,SE
9800WUAYGNH8,A666 Blackburn Rd Egerton to Blackburn Rd/Darwen Rd,Link,MAC1306,MAC4101BL,1785 m,370527415759,371299414159,SE
9800WU4MZ7IJ,St Helen's Rd/Atherleigh Way to King St/Twist Ln,Link,MAC4292WG,MAC4095WG,1853 m,364625398638,365623399940,NE
9800WU1HZZ1A,Gt Portwood St/Knightsbridge to Great Egerton St/Knightsbridge,Link,MAC4267ST,MAC4322ST,319 m,389781390703,389525390766,W
9800WTWRQNPG,A62 Manchester Rd/Fredrick St/Edward St to A62 Manchester Rd roundabout south,Link,MAC4222OL,MAC4221OL,768 m,391393404278,391978404775,NE
9800WTTXJHSJ,Blackburn Rd/Darwen Rd to Blackburn Rd/Crompton Way,Link,MAC4101BL,MAC4102BL,2695 m,371299414159,371455411685,S
9800WTJY1Y20,A5184 Plymouth Grove/Upper Brook St to A34 Upper Brook St/Grosvenor St,Link,MAC4108MR,MAC4109MR,799 m,385014396528,384554397181,NW
9800WTJH3DAG,A34 Kingsway/Gatley Rd to A560 Altrincham Rd/Brownley Rd,Link,MAC4044ST,MAC4211MR,2224 m,385035388368,383002388682,W
9800WT9K67PS,A560 Stockport Rd/Councillor Ln to A5149 Kingsway/Gatley Rd,Link,MAC4212ST,MAC4045ST,987 m,386541388779,385626388572,W
9800WT7DXCH2,Trafford Rd/Trafford Rd Wharf to Broadway/Trafford Rd,Normal,MAC4073TR,MAC4074SD,1320 m,381235396518,381308397831,N
9800WT1ZUVXD,A664 Manchester New Rd/Middleton Way to A669 Oldham Rd - Tesco exit,Normal,MAC4251RD,MAC4250RD,335 m,386881405571,387077405709,NE
9800WT0HYPTH,A665 Cheetham Hill Rd/Corporation St to A6042 Trinity Way/Gt Ducie St,Normal,MAC4007MR,MAC4005MR,486 m,384174399038,383788399115,W
9800WT00E37S,A560 Stockport Rd/Councillor Ln to A560 Stockport Rd S of Parkway,Link,MAC4212ST,MAC4213ST,614 m,386541388779,386965389108,NE
9800WT_PPRQQ,A6 Wellington Rd South/Bramhall Ln to A6 Buxton Rd/Kennerley Rd,Link,MAC1090ST,MAC1034ST,761 m,389931389091,390366388468,SE
9800WSQSEXLS,East Lancs Rd/Lancaster Rd to Adelphi St/Chapel St/Crescent/Oldfield Rd,Link,MAC4099SD,MAC4100SD,4614 m,378713400689,382530398540,SE
9800WSPOWQAB,A6010 Wilmslow Rd/Moseley Rd to A5103 Princess Rd/Wilbraham Rd,Normal,MAC4069MR,MAC4070MR,1716 m,385583394003,383874394069,W
9800WSOH52CZ,A577 darlington St E/Birkett Bank to Wallgate/Caroline St,Link,MAC1112WG,MAC1015WG,1759 m,359385405593,357980405365,W
9800WSO7R1NJ,A5103 Princess Rd/Wilbraham Rd to A6010 Wilbrham Rd/Barlow Moor Rd,Link,MAC4070MR,MAC4071MR,2191 m,383874394069,381682394008,W
9800WSNPMHWL,6 Buxton Rd W of andrew Ln to A6 Chapel-en-le-firth,Link,MAC1100ST,MAC1063DS,7723 m,395548385244,401300382478,E
9800WSMAXWYQ,St Helen's Rd/Atherleigh Way to East Lancashire Rd/Newton Rd,Link,MAC4292WG,MAC4241WG,2989 m,364625398638,362397396922,SW
9800WSHFTXNQ,A6 Buxton Rd north of Dialstone Ln to A6 London Rd/Commercial Rd,Link,MAC1036ST,MAC1091ST,765 m,391333387773,391840387220,SE
9800WSGXBSIE,(blank),Link,MAC4074SD,MAC4073TR,1328 m,381308397831,381235396518,S
9800WS8W8MTN,A580 East Lancs Rd/Newton Rd to A580 East Lancs Rd/Lowton St. Mary's By-Pass,Link,MAC4241WG,MAC4242WG,2170 m,362397396922,364497397362,E
9800WS4OK86J,Hyde Rd/Pottery Ln to A57 Hyde Road Longsight,Link,MAC4037MR,MAC1317,259 m,387062396537,386813396611,W
9800WS0TPA20,(blank),Link,MAC1316,MAC1001TR,1914 m,375289387346,376800388236,NE
9800WRX6LOB1,A5014 Chester Rd/Bridewater Way to A5014 Chester Rd/Stretford Rd,Link,MAC4231TR,MAC4232TR,532 m,381468396368,381944396268,E
9800WRVA3FFN,A666 Blackburn Rd/Crompton Way to A666 Blackburn Rd/Darwen Rd,Link,MAC4102BL,MAC4101BL,2695 m,371455411685,371299414159,N
9800WRTSERJT,A56 Bury New Rd/Gt Cheetham St E to A576 Broughton Rd/E of Ford Ln,Link,MAC4078SD,MAC4077SD,2094 m,382982400628,381251399586,SW
9800WRLZZGS3,A666 Manchester Rd - M60 Junc 16 EB on-slip to A666 Bolton Rd/Stoneclough Rd,Link,MAC4119SD,MAC4200BL,3474 m,377707403387,374761405114,NW
9800WRFRPHZP,M67 J2 W/B off-slip/Hyde Rd to A57 Hyde Road Denton,Link,MAC4030TA,MAC1311,233 m,393482395401,393283395525,NW
9800WR8A460W,A62 Manchester St R'abt South to A62 manchester Rd/Frederick St/Edward St,Link,MAC4221OL,MAC4222OL,769 m,391978404775,391393404278,SW
9800WQZ60A80,(blank),Link,MAC1084MR,MAC1079MR,683 m,386938395390,386513395923,NW
9800WQWQ08MC,A6044/A666 Agecroft Rd/Bolton Rd/Shirley Ave to A666 Bolton Rd/Queensway/Station Rd,Link,MAC4117SD,MAC4118SD,1814 m,379323401316,378006402541,NW
9800WQWNLGIM,Blackburn Rd/Crompton Way to A666 Blackburn Road Bolton,Link,MAC4102BL,MAC1319,1164 m,371455411685,371586410532,S
9800WQTSEQES,Hyde Rd/Devonshire St to A57 Hyde Road Longsight,Link,MAC4038MR,MAC1317,1080 m,385778396921,386813396611,E
9800WQNZ4H9D,Manchester Rd/William St to M60 Jct 23 SBnd on/off slips/Manchester Rd,Link,MAC4020TA,MAC4019TA,446 m,392878398548,392464398388,W
9800WQJ3JYMU,A56 Bury New Rd/Gt Cheetham St E to A6042 Trinity Way/Gt Ducie St,Link,MAC4078SD,MAC4005MR,1711 m,382982400628,383788399115,SE
9800WQ5RNV0A,Chester Rd / Kingswa to Wilbraham Rd/Edge Ln,Link,MAC1043TR,MAC4072MR,1305 m,379735394420,380950393996,E
9800WPZSZG65,A580 East Lancs Rd Golborne to A580 East Lancs Rd/Newton Rd,Link,MAC1332,MAC4241WG,2773 m,359808397192,362397396922,E
9800WPWEPZCG,(blank),Link,MAC4300BL,MAC4302BL,0 m,364681409274,365201409517,E
9800WPTADHJO,A635 Ashton Old Rd/Chancellor Ln to A635 Ashton Old Rd/Fairfield St,Link,MAC4013MR,MAC4015MR,3527 m,385715397639,389238397359,E
9800WPPROOCV,A6010 Queen's Rd/Monsall Rd to A665 Cheetham Hill Rd/Queen's Rd,Link,MAC4063MR,MAC4061MR,1522 m,385799400389,384425400403,W
9800WPPHN5FB,A627 Clarke Way/Manchester Rd to A57 Manchester Rd/Market St,Link,MAC4029TA,MAC4026TA,160 m,394485395114,394643395099,E
9800WPCE2WAC,A665 cheetham Hill Rd/Queens Rd to A56 Bury New Rd/Gt Cheetham St E,Link,MAC4061MR,MAC4078SD,1673 m,384425400403,382982400628,W
9800WP2ZTX1Q,A665 Gt Ancoats St/Laystall St to A6042 Trinity Way/Chapel St,Normal,MAC4009MR,MAC4003SD,5332 m,385050398341,383009398543,W
9800WOX03XLA,Eccles Old Rd/Gilda Brook Rd/Half Edge Ln to Eccles Old Rd/Stott Ln,Link,MAC4332SD,MAC4205SD,489 m,378287399168,378774399214,E
9800WOQKXWOE,A34 Kingsway/South of Moseley Roundabout to A6010 Wilmslow Rd/Moseley Rd,Normal,MAC4106MR,MAC4069MR,989 m,386547393929,385583394003,W
9800WOPDQQLZ,A560 Altrincham Rd/Brownley Rd to A560 Altrincham Rd E of Netherwood Rd,Link,MAC4211MR,MAC4210MR,870 m,383002388682,382380389153,NW
9800WOJTKCOC,A34 Kingsway to A6 Stockport Road,Normal,MAC4106MR,MAC1071MR,912 m,386547393929,387370394187,E
9800WOIFFBFJ,(blank),Normal,MAC4352SD,MAC4100SD,0 m,381504399113,382530398540,SE
9800WODPSKXG,Bury & Bolton Rd/Higher Ainsworth Rd to Bolton Road Bury,Link,MAC4298BU,MAC1381,2550 m,377395409465,379526410793,NE
9800WOBRRLNE,A665 Gt Ancoats St/Pollard St to A665 Gt Ancoats St/Laystall St,Link,MAC4010MR,MAC4009MR,362 m,385322398104,385050398341,NW
9800WNYON994,A577 Darlington St/Warrington Ln to A577 Manchester Rd/Ince Green Ln,Link,MAC1113WG,MAC1111WG,1411 m,358718405318,359995405382,E
9800WNXXLYXF,Princess Rd N of Merseybank Ave to M56 J5 Spur/Outwood Lane/Ringway Rd West,Link,MAC4218MR,MAC4215MR,6602 m,382824391541,381957385621,S
9800WNTIFGG3,A6 Wellington Rd North/Crossley Rd to A6 Stockport Rd/Alma Rd,Link,MAC1074ST,MAC1072MR,929 m,387859393181,387438394007,NW
9800WNL5QAFJ,Macclesfield Rd/Dean Ln to A523 London Rd N/Chester Rd,Link,MAC1093ST,MAC4050CH,2507 m,392579386043,391983383641,S
9800WNHC0VAL,A6 Wellington Rd South/Bramhall Ln to Wellington Rd South/Greek St,Normal,MAC1090ST,MAC1088ST,845 m,389931389091,389543389836,NW
9800WNFW97WX,(blank),Link,MAC4001MR,MAC1049MR,411 m,382729397664,382950397270,SE
9800WNEII6M3,Oxford Rd/Grosvenor St to Oxford Rd/Grafton St,Link,MAC4285MR,MAC4286MR,934 m,384353397077,384819396269,SE
9800WN2NRHNR,Park Parade west of Grafton St TO A635 Stamford Street East A-U-L,Normal,MAC4060TA,MAC1310,51 m,394562398987,394613398974,E
9800WN2L8W1T,A576 Broughton Rd/E of Ford Ln to A56 Bury New Rd/Gt Cheetham St E,Link,MAC4077SD,MAC4078SD,2097 m,381251399586,382982400628,NE
9800WMYPNNEI,A5103 Nell Ln/Princess Rd to A5103 Princess Rd N of Merseybank Av,Link,MAC4219MR,MAC4218MR,1060 m,383327392456,382824391541,SW
9800WMUQA8HY,A6 Stockport Rd/Matthews Ln to A6 Stockport Rd/Dickenson Ln,Link,MAC1070MR,MAC1077MR,992 m,387335394711,386820395549,NW
9800WMSQHZJ0,Barton Rd/Barton Ln to Bentcliffe Way/Gilda Brook Rd,Link,MAC4351SD,MAC4114SD,1979 m,376575397697,378141398420,E
9800WMQVAXQX,Great Egerton St/Knightsbridge to George's Rd/Travis Brow,Link,MAC4322ST,MAC4323ST,1063 m,389525390766,388668390413,W
9800WMES4YZZ,Chorley New Rd/Tudor Ave to Chorley New Rd/St. George's Rd,Link,MAC4305BL,MAC4306BL,1189 m,369793409364,370956409622,E
9800WM5TGCSS,Plymouth Grove to Upper Brook Street,Normal,MAC1079MR,MAC4108MR,1642 m,386513395923,385014396528,W
9800WLYKN1EO,Warren Bruce Rd/Wharfside Way to Village Way/Mosely Rd,Link,MAC4229TR,MAC4228TR,853 m,379869396779,379041396781,W
9800WLYCLMKM,Trinity St/Moor Ln/Derby St to Trinity St/Thynne St,Link,MAC4275BL,MAC4334BL,427 m,371373408668,371794408694,E
9800WLY4TIPD,Manchester Rd/ Edinburgh Way/Roch Valley Way to Broadway/Chadderton Way,Link,MAC4246RD,MAC4321OL,7720 m,388600411895,391788405666,SE
9800WLVLUEAQ,A665 Bury Old Rd/Scholes Ln/Sheepfoot Ln to A665 Bury Old Rd/Leicester Rd,Link,MAC4207BU,MAC4208SD,1481 m,382576403146,383562402142,SE
9800WLRWBK53,A665 Bury Old Rd/Leicester Rd to A665 Cheetham Hill Rd/Queens Rd,Link,MAC4208SD,MAC4061MR,2059 m,383562402142,384425400403,SE
9800WLKB2DZC,Heaton Chapel to Heaton Mersey via Heaton Moor,Normal,MAC1095ST,MAC4325ST,2676 m,388061392809,387473390661,S
9800WLGZFLXU,A6 London Rd S of Vernon St to A6 London Rd/Buxton Rd,Link,MAC1038ST,MAC1041ST,1177 m,391734387377,392525386519,SE
9800WLCTZWOZ,A57 Hyde Rd/Pottery Ln to A6 Stockport Rd/Kirkmanshulme Ln,Link,MAC4037MR,MAC1076MR,955 m,387062396537,386623395821,SW
9800WL4DEZWL,Oldham Rd/Hulme Hall Ln/Queens Rd to Ashton New Rd/Alan Turning Way,Link,MAC4226MR,MAC4065MR,1926 m,386131399927,387149398340,SE
9800WL2CVLSX,A666 Blackburn Road Bolton to Kay St/St. Peter's Way,Link,MAC1319,MAC4103BL,760 m,371586410532,371821409821,SE
9800WKXXP2BB,A58 Manchester Rd/Drake St to A640 Milnrow Rd/Drake St/School Ln,Link,MAC4245RD,MAC4244RD,781 m,389266412780,389931413093,E
